,Name1,Type 1,Type 2,Number,Speed,Special Def,Special Atk,Defense,Attack,HP,Weight,Base Experience,Ability One,Ability Two,Back Sprite,Back Shiny,Front Sprite,Front Shiny
128,tauros,normal,No Second Type,128,75,100,95,40,70,110,884.0,172,intimidate,anger-point,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/128.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/128.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/128.png
129,magikarp,water,No Second Type,129,20,10,55,15,20,80,100.0,40,swift-swim,rattled,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/129.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/129.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/129.png
130,gyarados,water,flying,130,95,125,79,60,100,81,2350.0,189,intimidate,moxie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/130.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/130.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/130.png
131,lapras,water,ice,131,130,85,80,85,95,60,2200.0,187,water-absorb,shell-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/131.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/131.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/131.png
132,ditto,normal,No Second Type,132,48,48,48,48,48,48,40.0,101,limber,imposter,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/132.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/132.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/132.png
133,eevee,normal,No Second Type,133,55,55,50,45,65,55,65.0,65,run-away,adaptability,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/133.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/133.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/133.png
134,vaporeon,water,No Second Type,134,130,65,60,110,95,65,290.0,184,water-absorb,hydration,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/134.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/134.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/134.png
135,jolteon,electric,No Second Type,135,65,65,60,110,95,130,245.0,184,volt-absorb,quick-feet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/135.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/135.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/135.png
136,flareon,fire,No Second Type,136,65,130,60,95,110,65,250.0,184,flash-fire,guts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/136.png
137,porygon,normal,No Second Type,137,65,60,70,85,75,40,365.0,79,trace,download,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/137.png
138,omanyte,rock,water,138,35,40,100,90,55,35,75.0,71,swift-swim,shell-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/138.png
139,omastar,rock,water,139,70,60,125,115,70,55,350.0,173,swift-swim,shell-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/139.png
140,kabuto,rock,water,140,30,80,90,55,45,55,115.0,71,swift-swim,battle-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/140.png
141,kabutops,rock,water,141,60,115,105,65,70,80,405.0,173,swift-swim,battle-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/141.png
142,aerodactyl,rock,flying,142,80,105,65,60,75,130,590.0,180,rock-head,pressure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/142.png
143,snorlax,normal,No Second Type,143,160,110,65,65,110,30,4600.0,189,immunity,thick-fat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/143.png
144,articuno,ice,flying,144,90,85,100,95,125,85,554.0,290,pressure,snow-cloak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/144.png
145,zapdos,electric,flying,145,90,90,85,125,90,100,526.0,290,pressure,static,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/145.png
146,moltres,fire,flying,146,90,100,90,125,85,90,600.0,290,pressure,flame-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/146.png
147,dratini,dragon,No Second Type,147,41,64,45,50,50,50,33.0,60,shed-skin,marvel-scale,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/147.png
148,dragonair,dragon,No Second Type,148,61,84,65,70,70,70,165.0,147,shed-skin,marvel-scale,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/148.png
149,dragonite,dragon,flying,149,91,134,95,100,100,80,2100.0,300,inner-focus,multiscale,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/149.png
150,mewtwo,psychic,No Second Type,150,106,110,90,154,90,130,1220.0,340,pressure,unnerve,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/150.png
151,mew,psychic,No Second Type,151,100,100,100,100,100,100,40.0,300,synchronize,No Second Ability,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/151.png
